Equipment ID,Property Line,BRS Code,Property,Location,Rack,Shelf,Equipment Shelf,Shelf Row,Shelf Col,Part ID,Part Description,Part No,Hitachi Part No,Serial No,Location System,Line Owner,Asset Owner,Asset Use Indicator,Asset Use,Asset Use Description,Manufacture Date,Install Date,Commissioning Date,Acceptance Date,In Service Date,Useful Life Start Date,Decommissioning Date,Warranty Start,Warranty Period,Life Expectancy,MCCMS Ref,Modifications,TTS Critical Asset,Capital Asset,Eng Comment,Software,Reused,Ceased,Last Var,Last Sor,Last Fault,Card Life From Today,Card Life From Subsequent Year,Card Life Will Reach
EQ-8729,Property Line 37,BRS-439,say,Woodardmouth,Rack B,Shelf 6,"Shelf 8, Row 2",Row 4,Col 1,Part 99902,Dog town coach wear near.,Part No H10,Hitachi 44436,SN-947648,until,Mark Mckenzie,"Johnston, Chavez and Randolph",Operational,Main Power,Ok energy point become talk boy walk.,09/07/2018,07/04/2023,27/04/2014,31/10/2015,07/08/2012,25/10/2019,07/05/2029,09/11/2023,4 Years,43 Years,MCCMS-141,Free our upon scientist.,No,No,Series support fund every second decide discuss law instead.,Firmware 1.3,Yes,No,05/03/2022,02/03/2020,27/06/2020,5 Years,3 Years,04/02/2056
EQ-3583,Property Line 37,BRS-964,positive,Smithville,Rack E,Shelf 4,"Shelf 6, Row 2",Row 2,Col 1,Part 28212,Day suggest yet cell support church.,Part No E13,Hitachi 67051,SN-853388,prove,Pamela Smith,Berry Ltd,Standby,Main Power,Information hour development civil many owner.,06/05/2015,03/04/2014,18/04/2017,19/06/2010,01/02/2019,19/06/2021,26/05/2038,14/08/2025,5 Years,16 Years,MCCMS-640,Hospital money sing either many maintain forward Mr.,Yes,Yes,Arm for prepare begin describe form better.,Firmware 3.5,Yes,No,30/07/2020,18/03/2022,15/08/2022,1 Years,1 Years,28/12/2054
EQ-4373,Property Line 46,BRS-102,like,Raystad,Rack E,Shelf 7,"Shelf 7, Row 4",Row 3,Col 2,Part 69699,North tree security new wear kind relationship.,Part No Q19,Hitachi 32707,SN-236983,treatment,Kathleen Baker,"Lawrence, Young and Woods",Operational,Main Power,Production far somebody part life situation picture.,28/06/2008,07/08/2009,10/06/2014,21/03/2007,18/09/2013,11/06/2022,20/07/2049,02/12/2022,6 Years,49 Years,MCCMS-836,Character team give lose wrong personal study only.,Yes,Yes,Hot serve war too area garden late mouth.,Firmware 3.7,Yes,No,06/12/2020,10/03/2022,02/03/2023,18 Years,7 Years,18/06/2059
EQ-1131,Property Line 17,BRS-382,focus,Mcmahonside,Rack E,Shelf 2,"Shelf 1, Row 4",Row 3,Col 3,Part 65696,Section time spring challenge society.,Part No T3,Hitachi 34326,SN-964373,through,Mary Burgess,Jones Ltd,Operational,Main Power,Worry common support current third have form.,15/12/2012,17/09/2015,22/03/2022,06/07/2022,22/11/2012,04/06/2023,13/06/2050,02/08/2023,5 Years,37 Years,MCCMS-935,Back listen finally stage last want season.,No,No,Go call good pass she meet beautiful party serious.,Firmware 3.2,No,No,13/03/2020,15/05/2023,07/06/2025,11 Years,1 Years,25/02/2048
EQ-4028,Property Line 35,BRS-690,lawyer,Davidsonfurt,Rack E,Shelf 1,"Shelf 3, Row 1",Row 3,Col 1,Part 76923,Whose new free service easy television.,Part No B1,Hitachi 92966,SN-765445,difficult,Jill Whitaker,"Knight, Miller and Vargas",Standby,Main Power,Magazine interview through seven early discuss.,21/02/2016,01/11/2020,24/04/2021,13/09/2024,13/07/2020,30/12/2017,08/07/2041,09/10/2021,9 Years,18 Years,MCCMS-294,Especially big late move Mrs gas.,No,Yes,Big technology if image compare assume help.,Firmware 3.1,No,Yes,23/04/2022,07/09/2022,07/01/2020,8 Years,17 Years,17/12/2040
EQ-1511,Property Line 12,BRS-467,seek,Stephanietown,Rack C,Shelf 2,"Shelf 6, Row 3",Row 3,Col 3,Part 54898,Purpose particularly discover which far defense.,Part No X14,Hitachi 42764,SN-711818,off,Cassandra Davis,"Martinez, Black and Koch",Operational,Main Power,Full share out plan test yard ground.,09/01/2015,26/09/2013,21/12/2017,15/09/2025,20/08/2018,21/09/2023,06/11/2041,02/07/2025,1 Years,23 Years,MCCMS-581,West trade future participant far crime benefit learn.,Yes,No,Blood ever reality game pass hear eat right behind tonight.,Firmware 2.4,No,Yes,14/08/2024,12/09/2024,01/11/2020,18 Years,1 Years,08/11/2055
EQ-7969,Property Line 31,BRS-390,federal,Villaville,Rack C,Shelf 8,"Shelf 7, Row 4",Row 4,Col 1,Part 25368,Stand yourself beyond serious institution all.,Part No I1,Hitachi 23086,SN-656140,mean,Amanda Blankenship,Humphrey and Sons,Standby,Main Power,Agency itself purpose question letter significant bad always.,03/01/1995,03/10/2004,07/09/2008,08/08/2016,25/10/2024,21/06/2017,17/02/2045,24/04/2020,7 Years,46 Years,MCCMS-371,Understand item nature.,Yes,No,Wish performance buy treat marriage special.,Firmware 1.6,Yes,Yes,14/02/2021,14/12/2023,11/01/2021,8 Years,16 Years,03/06/2059
EQ-1824,Property Line 18,BRS-878,data,Jonathonhaven,Rack C,Shelf 8,"Shelf 3, Row 4",Row 2,Col 3,Part 56025,Audience open executive partner.,Part No V9,Hitachi 36535,SN-369666,north,Anna Scott,Cooper Group,Operational,Main Power,Should friend move determine likely back example each.,18/06/2005,17/01/2017,17/06/2025,20/11/2020,25/05/2024,21/01/2017,23/05/2040,01/10/2022,4 Years,20 Years,MCCMS-696,Serve card size perhaps theory response.,No,No,Poor others building character person.,Firmware 2.0,Yes,No,16/07/2023,24/03/2023,29/03/2025,6 Years,17 Years,05/05/2049
EQ-1273,Property Line 23,BRS-550,thousand,North Sarah,Rack D,Shelf 2,"Shelf 3, Row 3",Row 3,Col 2,Part 30784,Building quality but report culture without return.,Part No C10,Hitachi 83766,SN-860455,PM,Jennifer Watson,Ramirez-Richardson,Operational,Main Power,Suffer instead game court look phone thing lead.,18/05/1995,24/01/2001,18/03/2025,19/11/2006,02/01/2013,14/09/2019,10/11/2033,27/11/2022,4 Years,40 Years,MCCMS-525,Save full enough human name operation.,Yes,Yes,Five central service none call hear consider add case language.,Firmware 1.4,Yes,No,27/09/2021,08/03/2022,04/05/2024,12 Years,9 Years,21/06/2049
EQ-9573,Property Line 1,BRS-195,across,New Ashley,Rack D,Shelf 8,"Shelf 3, Row 4",Row 3,Col 1,Part 17368,Everybody something live building special necessary.,Part No R14,Hitachi 64033,SN-155553,during,Susan Harris,Peterson Group,Standby,Main Power,Number dog wall open too.,28/07/2003,20/05/2007,18/04/2005,19/09/2006,23/06/2025,16/05/2019,27/12/2038,29/01/2021,1 Years,31 Years,MCCMS-458,Ever involve source plan able.,No,No,Four few become painting do these yes.,Firmware 2.2,No,Yes,11/11/2024,21/11/2022,06/12/2023,1 Years,5 Years,06/12/2047
EQ-1471,Property Line 34,BRS-599,officer,Davidfort,Rack A,Shelf 5,"Shelf 1, Row 3",Row 1,Col 2,Part 19378,Yet natural member relate arrive something claim.,Part No K1,Hitachi 72017,SN-320845,feeling,Benjamin Ross,Vazquez LLC,Standby,Main Power,Civil spring back accept nearly TV individual which.,10/09/2001,11/07/2001,03/04/2012,10/02/2025,02/12/2012,06/06/2015,04/11/2043,27/09/2020,7 Years,28 Years,MCCMS-290,Free second child add any.,Yes,Yes,Me hot thought language government must.,Firmware 2.3,Yes,No,10/06/2025,30/04/2021,29/06/2023,4 Years,9 Years,20/07/2055
EQ-5632,Property Line 46,BRS-124,least,East Katherinebury,Rack B,Shelf 6,"Shelf 9, Row 1",Row 3,Col 3,Part 12748,President local indicate Republican require he administration business.,Part No P14,Hitachi 19350,SN-514110,south,Thomas Taylor,Mills Group,Operational,Main Power,Develop professional successful paper she.,03/06/1997,07/08/2013,25/08/2023,22/06/2015,26/11/2018,21/01/2024,08/11/2026,27/11/2024,9 Years,48 Years,MCCMS-555,Fall himself evening send.,No,Yes,Manager product strong spring scientist doctor.,Firmware 1.2,Yes,No,12/01/2022,27/08/2025,05/10/2022,6 Years,6 Years,20/01/2054
EQ-1935,Property Line 41,BRS-334,industry,Stephenhaven,Rack B,Shelf 7,"Shelf 1, Row 3",Row 2,Col 2,Part 90877,Writer wind meet edge discover image.,Part No B9,Hitachi 96922,SN-510269,page,Mark Chambers,Singleton Ltd,Standby,Main Power,Indicate growth mother rest I.,08/06/2009,17/06/2013,13/03/2019,27/01/2007,19/04/2018,20/09/2020,01/02/2033,10/09/2021,6 Years,27 Years,MCCMS-199,Watch lead pass instead anything purpose catch.,No,Yes,Identify international without cup consumer there feeling.,Firmware 3.2,No,Yes,06/10/2025,16/09/2021,21/04/2022,10 Years,1 Years,03/09/2043
EQ-5776,Property Line 20,BRS-773,each,West Kevin,Rack C,Shelf 5,"Shelf 7, Row 2",Row 2,Col 1,Part 70780,Girl sort adult ago because ok red.,Part No Z3,Hitachi 39474,SN-218483,these,Misty Lamb,Hendricks-Carlson,Standby,Main Power,Mean gun animal seem.,18/03/1999,04/11/2015,25/04/2024,14/08/2020,17/08/2013,14/04/2018,17/06/2032,16/10/2025,4 Years,43 Years,MCCMS-504,Run thought truth century.,Yes,No,Culture government partner scientist draw against education drive skill focus.,Firmware 3.5,No,Yes,24/10/2021,13/12/2025,03/11/2022,6 Years,6 Years,22/12/2055
EQ-8103,Property Line 20,BRS-934,play,Mendezchester,Rack C,Shelf 3,"Shelf 9, Row 2",Row 3,Col 1,Part 82299,Central knowledge range them various yeah.,Part No X4,Hitachi 79523,SN-421682,discover,Christopher Austin,"Glover, Sweeney and Mendez",Standby,Main Power,Base indicate brother your management watch there Democrat.,30/10/2012,23/07/2011,19/07/2020,03/09/2022,16/05/2012,08/09/2019,14/09/2043,15/03/2025,4 Years,27 Years,MCCMS-814,Allow tough wear beat newspaper.,No,Yes,Five generation issue six apply these miss itself.,Firmware 4.7,Yes,Yes,17/01/2021,19/07/2023,01/03/2022,17 Years,9 Years,28/04/2046
EQ-3561,Property Line 26,BRS-918,everyone,North Jose,Rack D,Shelf 5,"Shelf 6, Row 2",Row 1,Col 4,Part 79958,Deal box contain picture focus do.,Part No T5,Hitachi 13233,SN-633783,arrive,Haley Robles,Atkins Inc,Standby,Main Power,Energy together writer language community whatever theory early.,20/10/2018,23/11/2021,28/05/2022,04/11/2023,28/02/2018,21/12/2018,06/02/2033,19/05/2020,1 Years,27 Years,MCCMS-619,Possible customer onto there nor.,No,Yes,Maintain example experience style car enter ability.,Firmware 2.8,Yes,No,08/06/2022,10/08/2020,08/05/2022,13 Years,8 Years,03/06/2054
EQ-5343,Property Line 11,BRS-483,already,West Dorothyhaven,Rack D,Shelf 9,"Shelf 5, Row 1",Row 1,Col 2,Part 25692,Direction also customer trouble table condition.,Part No I14,Hitachi 13821,SN-728364,think,Jonathan Owens,"Greer, Hernandez and Harris",Standby,Main Power,Foreign customer all system imagine represent director.,25/06/2010,16/06/2006,24/08/2010,19/06/2018,27/05/2021,14/11/2020,19/07/2044,28/06/2020,6 Years,40 Years,MCCMS-864,Indicate direction win garden heavy quality.,Yes,Yes,And town sea next class actually us deep risk.,Firmware 1.4,Yes,No,11/08/2023,28/09/2020,07/01/2025,6 Years,11 Years,05/07/2048
EQ-7164,Property Line 9,BRS-249,voice,Michaelchester,Rack A,Shelf 1,"Shelf 8, Row 3",Row 2,Col 1,Part 87293,Speak support yourself paper respond year majority.,Part No Y2,Hitachi 43843,SN-828542,cup,Kenneth Holmes,Neal Group,Operational,Main Power,Decision girl adult determine.,21/04/2010,19/12/2009,01/12/2011,04/05/2017,17/10/2014,08/11/2024,15/07/2050,18/04/2020,3 Years,11 Years,MCCMS-360,Amount cup development population.,No,Yes,Image teach although still exist put bank thus develop now.,Firmware 3.2,No,No,16/02/2023,06/01/2024,14/04/2025,19 Years,6 Years,14/02/2060
EQ-8863,Property Line 9,BRS-333,customer,Catherinehaven,Rack B,Shelf 5,"Shelf 1, Row 1",Row 3,Col 1,Part 69272,Way describe image edge magazine movie.,Part No Z10,Hitachi 77688,SN-144205,wrong,Jonathan Campbell,"Leblanc, Knight and Patrick",Standby,Main Power,Thousand despite recognize baby dinner.,25/07/2015,21/02/2002,11/10/2018,11/02/2019,10/07/2018,31/10/2019,10/07/2043,06/10/2020,1 Years,29 Years,MCCMS-106,Model consumer next west through discussion.,Yes,No,Management once easy perhaps professional investment.,Firmware 2.6,Yes,No,21/07/2024,13/11/2022,02/11/2025,17 Years,12 Years,15/12/2041
EQ-9664,Property Line 14,BRS-641,old,Stevenborough,Rack D,Shelf 5,"Shelf 5, Row 2",Row 4,Col 4,Part 15630,May interest worker suffer.,Part No R9,Hitachi 37989,SN-496463,capital,Anthony Mccoy PhD,"Fowler, Ward and Smith",Operational,Main Power,Trade artist minute that.,13/08/2000,11/04/2001,19/11/2007,28/10/2021,11/12/2023,19/04/2018,18/12/2050,03/01/2020,8 Years,40 Years,MCCMS-898,Spend appear short visit this music.,No,No,East certain impact soon allow pass develop player.,Firmware 2.4,Yes,No,11/11/2022,11/09/2021,19/03/2023,7 Years,15 Years,02/02/2052
EQ-2699,Property Line 11,BRS-573,grow,Hendersonshire,Rack A,Shelf 7,"Shelf 6, Row 4",Row 4,Col 4,Part 49012,Feel hard will character as party receive.,Part No H19,Hitachi 10648,SN-159536,evidence,Johnny Brown,Marquez-Cline,Operational,Main Power,Three consumer kind establish nation international decide.,23/02/2014,23/12/2017,27/08/2016,25/05/2009,04/09/2015,07/01/2018,10/10/2029,24/01/2020,3 Years,47 Years,MCCMS-579,Once actually your allow allow.,No,No,School hope sport wish section it.,Firmware 1.6,Yes,Yes,19/07/2024,01/01/2025,28/07/2024,2 Years,4 Years,20/09/2048
EQ-1027,Property Line 1,BRS-660,cover,Olivermouth,Rack A,Shelf 9,"Shelf 5, Row 4",Row 2,Col 1,Part 64592,Condition cell personal wait bed beautiful carry.,Part No O2,Hitachi 43644,SN-163718,especially,Amanda Johnson,Adams-Compton,Standby,Main Power,Yet kid customer police guess break plan meet responsibility.,23/07/2010,28/12/2017,22/10/2017,16/12/2011,27/07/2013,06/01/2024,12/02/2037,21/03/2025,4 Years,46 Years,MCCMS-408,Standard could without difference shake.,No,No,Find age investment coach indeed writer lose.,Firmware 3.0,Yes,Yes,17/09/2021,22/05/2024,05/09/2024,11 Years,14 Years,31/10/2057
EQ-5416,Property Line 43,BRS-832,page,Sharonville,Rack C,Shelf 2,"Shelf 5, Row 1",Row 1,Col 3,Part 72398,Apply traditional compare reach.,Part No F4,Hitachi 38733,SN-731069,total,Patricia Romero,"Higgins, Mcguire and Fox",Standby,Main Power,Employee buy agent two management join always wall impact.,15/09/2007,06/10/2014,07/01/2014,27/06/2011,02/05/2012,26/02/2023,10/06/2031,24/06/2025,4 Years,37 Years,MCCMS-629,Phone resource adult show area receive turn mouth.,Yes,No,Dark factor energy happy international back them class brother hard.,Firmware 1.2,Yes,No,06/03/2020,10/02/2021,02/02/2021,3 Years,4 Years,17/06/2041
EQ-6193,Property Line 36,BRS-534,themselves,Erinton,Rack D,Shelf 4,"Shelf 4, Row 2",Row 3,Col 3,Part 26705,Full wear level officer hot fine under kitchen.,Part No G12,Hitachi 50510,SN-479115,reveal,Alexandria Lewis,Perez PLC,Operational,Main Power,Might million international down.,22/11/2018,03/02/2017,17/07/2010,31/05/2012,15/05/2013,26/12/2015,25/08/2030,25/11/2023,1 Years,36 Years,MCCMS-960,North speak society education yard turn.,Yes,No,Half goal specific wrong body.,Firmware 3.3,No,Yes,22/06/2025,23/08/2022,26/07/2024,6 Years,17 Years,21/05/2042
EQ-1889,Property Line 12,BRS-513,share,Lake Haileyhaven,Rack E,Shelf 7,"Shelf 4, Row 3",Row 2,Col 2,Part 65580,Make seven blue determine firm trial put.,Part No N11,Hitachi 66694,SN-247759,Mr,William Hanson,Shelton Inc,Operational,Main Power,First why church officer when let.,08/01/2020,12/12/2022,15/12/2006,19/11/2021,04/09/2018,16/10/2015,14/04/2029,24/02/2024,6 Years,38 Years,MCCMS-584,Country crime today they.,No,No,Laugh history generation join leg success describe care.,Firmware 4.1,Yes,Yes,28/05/2025,06/02/2025,26/02/2023,16 Years,4 Years,12/03/2048
EQ-4421,Property Line 40,BRS-157,official,East Derek,Rack E,Shelf 1,"Shelf 8, Row 2",Row 3,Col 1,Part 73591,New floor federal black institution response lay.,Part No R19,Hitachi 93267,SN-670028,significant,Shannon Marks,Mcintyre LLC,Standby,Main Power,Before game right seven.,14/12/2020,24/03/2006,13/09/2009,14/12/2008,18/03/2018,16/07/2025,02/10/2038,22/01/2020,6 Years,38 Years,MCCMS-333,Number nation their anyone suggest build respond.,No,No,Left often seven five his seek evening him.,Firmware 2.8,Yes,Yes,01/03/2022,23/05/2023,16/06/2020,18 Years,6 Years,20/11/2042
EQ-7973,Property Line 1,BRS-301,life,Port Peterburgh,Rack D,Shelf 7,"Shelf 6, Row 4",Row 2,Col 4,Part 26686,Media north feeling see room accept past onto.,Part No G14,Hitachi 51561,SN-191987,yard,Michelle White,"Smith, Armstrong and Donaldson",Standby,Main Power,Put present easy charge box.,15/02/2007,26/08/2005,25/10/2017,02/05/2012,18/07/2014,27/04/2025,09/04/2036,17/11/2025,7 Years,39 Years,MCCMS-335,Whether might enter particular anything.,No,Yes,Property hot institution drop assume can staff scientist tax.,Firmware 4.7,No,No,01/09/2020,07/02/2020,07/05/2024,3 Years,8 Years,18/01/2057
EQ-6071,Property Line 41,BRS-352,industry,New Tara,Rack D,Shelf 7,"Shelf 3, Row 2",Row 4,Col 1,Part 44837,Mr but usually newspaper reason.,Part No J16,Hitachi 83956,SN-771306,member,Jacqueline Faulkner,"Sullivan, Bennett and James",Standby,Main Power,Large whether not share hand oil several test may.,02/10/1995,12/11/2008,13/09/2024,09/11/2025,23/02/2017,15/09/2016,27/09/2044,18/10/2023,5 Years,25 Years,MCCMS-261,Thousand report personal seat.,Yes,Yes,Image certainly save cost thus customer get agent most so.,Firmware 3.2,No,Yes,13/06/2020,25/04/2020,07/03/2020,9 Years,4 Years,27/03/2052
EQ-9729,Property Line 35,BRS-276,building,Shelleyland,Rack C,Shelf 9,"Shelf 3, Row 3",Row 1,Col 1,Part 68537,Maintain little soldier one speech possible argue.,Part No L7,Hitachi 89904,SN-775748,guess,Dana Romero,Hamilton-Lewis,Operational,Main Power,Production woman democratic near along.,18/10/2002,09/06/2023,02/10/2011,24/10/2022,20/12/2021,22/05/2020,05/11/2027,11/10/2023,3 Years,21 Years,MCCMS-233,Represent small organization magazine society fill.,Yes,No,Allow along focus particular yard which.,Firmware 1.4,Yes,Yes,26/12/2020,13/11/2020,03/03/2025,17 Years,13 Years,01/03/2053
EQ-9609,Property Line 3,BRS-555,support,Lake Jamestown,Rack B,Shelf 4,"Shelf 6, Row 3",Row 4,Col 3,Part 63190,Rather near treat history less blue recent.,Part No R4,Hitachi 12780,SN-531722,lawyer,Jonathan Kelley,"Scott, Price and Lewis",Standby,Main Power,Raise democratic answer mother professor market.,09/07/2020,25/02/2017,02/10/2025,20/07/2019,10/03/2020,25/07/2022,15/04/2033,15/06/2021,9 Years,35 Years,MCCMS-409,Hour fight wall.,No,No,Prove nice do personal.,Firmware 3.2,No,Yes,10/03/2021,09/02/2020,15/05/2022,7 Years,10 Years,12/02/2041
EQ-9876,Property Line 13,BRS-870,information,Port Aprilside,Rack C,Shelf 4,"Shelf 3, Row 1",Row 4,Col 4,Part 77406,Fire heart none door hand.,Part No S14,Hitachi 46584,SN-456086,skin,Rodney Braun,Myers and Sons,Standby,Main Power,Visit letter beautiful material style.,20/11/2017,07/07/2020,24/03/2011,27/11/2017,26/05/2011,17/05/2020,27/01/2028,04/04/2020,6 Years,33 Years,MCCMS-388,Develop management personal find part throughout consumer.,Yes,No,Produce other smile future doctor house could.,Firmware 2.8,Yes,No,07/08/2022,26/06/2024,15/08/2023,16 Years,10 Years,29/12/2060
EQ-1031,Property Line 6,BRS-882,key,Jonesland,Rack D,Shelf 7,"Shelf 4, Row 4",Row 3,Col 4,Part 51311,Right clear join above father paper structure five.,Part No G14,Hitachi 96347,SN-923476,treat,Stacey Oconnor,Tucker Inc,Standby,Main Power,Financial method east air.,30/08/2013,08/09/2016,26/04/2018,23/09/2007,19/11/2014,03/10/2018,28/09/2036,25/10/2022,9 Years,37 Years,MCCMS-221,Produce wind wall doctor these.,Yes,Yes,Writer water key plan find mention strategy hot pattern.,Firmware 2.3,No,Yes,13/09/2021,25/06/2023,11/12/2021,5 Years,1 Years,25/11/2053
EQ-2366,Property Line 15,BRS-514,my,South Nathanside,Rack A,Shelf 7,"Shelf 8, Row 3",Row 4,Col 2,Part 17613,Technology interest wall especially TV practice.,Part No F1,Hitachi 49928,SN-526824,economy,Catherine Willis,French-Flores,Operational,Main Power,Not today edge health over foreign fire decade analysis.,10/05/2001,17/12/2019,06/12/2010,26/01/2005,29/05/2015,14/02/2023,01/05/2049,16/01/2025,9 Years,34 Years,MCCMS-979,Trial event meet summer before walk TV.,No,Yes,With later note better task process paper treat term describe.,Firmware 1.8,No,Yes,02/03/2024,07/04/2022,05/09/2021,8 Years,14 Years,02/01/2054
EQ-4848,Property Line 39,BRS-818,five,Smithview,Rack A,Shelf 1,"Shelf 9, Row 3",Row 4,Col 3,Part 71716,Law fund seat these whose.,Part No J6,Hitachi 98720,SN-335457,government,Nicholas Davis,"Flores, Schaefer and Jimenez",Standby,Main Power,Recently than back this.,08/01/1996,07/06/2012,22/06/2012,11/08/2018,01/08/2010,22/07/2018,03/02/2046,25/08/2023,5 Years,14 Years,MCCMS-266,End report government political table peace.,No,No,Tax finally attorney safe.,Firmware 2.3,Yes,No,30/12/2023,16/09/2020,07/07/2025,16 Years,15 Years,13/05/2045
